Age,Year,Population,CoB,Age group,Age group (condensed),Cases,Incidence,Inc_LCI,Inc_UCI
22,2005,649227,Total,20-24,15-64,157,24.182604851615846,20.547843258552582,28.275075291120014
23,2005,653305,Total,20-24,15-64,204,31.225843977927614,27.087648401386332,35.81745665645991
24,2005,682023,Total,20-24,15-64,184,26.978562306549776,23.22109378731592,31.170876537545514
25,2005,687077,Total,25-29,15-64,247,35.949391407367735,31.605563524731394,40.72345761650908
26,2005,660636,Total,25-29,15-64,231,34.966305196810346,30.602220974553617,39.778162388027965
27,2005,627065,Total,25-29,15-64,256,40.82511382392575,35.97684482384294,46.14462331814787
28,2005,628017,Total,25-29,15-64,239,38.056294654444066,33.384076169666535,43.199373495206174
29,2005,645467,Total,25-29,15-64,247,38.266867244955975,33.643014700800926,43.34869340923426
30,2005,663500,Total,30-34,15-64,240,36.17181612660136,31.7399138045789,41.04937836155197
31,2005,678563,Total,30-34,15-64,201,29.621420560802758,25.667719194709345,34.0117351165427
32,2005,713883,Total,30-34,15-64,217,30.397137906351603,26.48703344171711,34.72189777240469
33,2005,744807,Total,30-34,15-64,182,24.435860565220253,21.014591817908663,28.255371335172583
34,2005,767466,Total,30-34,15-64,150,19.544839771403552,16.542252204168637,22.93484872255898
35,2005,757863,Total,35-39,15-64,179,23.61904460304831,20.28560299291089,27.343945685349276
36,2005,777087,Total,35-39,15-64,195,25.093715375498494,21.695086557945842,28.873733601419136
37,2005,782018,Total,35-39,15-64,145,18.54177269576915,15.646679655224432,21.81724822295405
38,2005,798556,Total,35-39,15-64,138,17.281192552557368,14.51831952650397,20.416818833458784
39,2005,799472,Total,35-39,15-64,141,17.636640182520463,14.845779098244952,20.799718844843543
40,2005,801371,Total,40-44,15-64,144,17.969205274460894,15.154207127268824,21.155433993436382
41,2005,791873,Total,40-44,15-64,120,15.153945140192937,12.56412652356359,18.120403823511126
42,2005,775994,Total,40-44,15-64,107,13.788766407987689,11.300226831268771,16.66231276026675
43,2005,758661,Total,40-44,15-64,106,13.97198485225944,11.439116386215387,16.898713197059987
44,2005,735938,Total,40-44,15-64,95,12.90869611298778,10.443906016991942,15.78021159711219
45,2005,707494,Total,45-49,15-64,85,12.014236163133539,9.59654513038902,14.855789069433657
46,2005,693468,Total,45-49,15-64,87,12.545640173735487,10.04854348518168,15.475000805015341
47,2005,681619,Total,45-49,15-64,92,13.497276337660775,10.880709717050491,16.55321125169282
48,2005,655340,Total,45-49,15-64,95,14.496292001098666,11.72836589607382,17.720965243012103
49,2005,633354,Total,45-49,15-64,73,11.525939679863077,9.03449680944608,14.492138706470877
50,2005,614785,Total,50-54,15-64,69,11.223435835292014,8.732502998096056,14.203976364915421
51,2005,617608,Total,50-54,15-64,82,13.277030090283803,10.559616045761121,16.48029512831248
52,2005,611514,Total,50-54,15-64,72,11.774055867895093,9.212473580357663,14.82747476667058
53,2005,603137,Total,50-54,15-64,80,13.263984799473421,10.517515024113981,16.508177241230175
54,2005,606763,Total,50-54,15-64,57,9.394112693094337,7.115009214952913,12.171162612579014
55,2005,623021,Total,55-59,15-64,66,10.593543395808487,8.193045694870845,13.477584614725153
56,2005,642358,Total,55-59,15-64,63,9.807615068232979,7.53644070681571,12.548200113782421
57,2005,685536,Total,55-59,15-64,70,10.210988190262801,7.959966231962364,12.900969290021086
58,2005,733184,Total,55-59,15-64,60,8.183484636871508,6.244860901220877,10.533766886162727
59,2005,586025,Total,55-59,15-64,60,10.238471054989121,7.8130320293515245,13.17894175276538
60,2005,571335,Total,60-64,15-64,41,7.176175098672408,5.149747148075171,9.735291828040452
61,2005,562455,Total,60-64,15-64,48,8.534016054617702,6.292309753399515,11.31486717730792
62,2005,533152,Total,60-64,15-64,62,11.628953844307064,8.91585223091587,14.907794001662987
63,2005,478957,Total,60-64,15-64,46,9.60420246493944,7.0314832874291175,12.810660186736179
64,2005,443865,Total,60-64,15-64,66,14.869385961947891,11.499982025760376,18.91750474637712
65,2005,463364,Total,65-69,65+,75,16.185979057501232,12.731299302805459,20.28926490811387
66,2005,462985,Total,65-69,65+,56,12.095424257805329,9.13675349798162,15.706914480509079
67,2005,455864,Total,65-69,65+,62,13.600547531719988,10.427461805751843,17.435288128859977
68,2005,440767,Total,65-69,65+,53,12.024493666721874,9.007170893546357,15.728333774807155
69,2005,425531,Total,65-69,65+,58,13.630029304563006,10.34985269704199,17.619973572946407
70,2005,410500,Total,70-74,65+,70,17.05237515225335,13.293162998281488,21.54465014178781
71,2005,389705,Total,70-74,65+,53,13.60003079252255,10.187356316279613,17.789175127135717
72,2005,382659,Total,70-74,65+,46,12.021146765135539,8.800990283508783,16.034525180535674
73,2005,380378,Total,70-74,65+,56,14.722197393119476,11.120989695153296,19.117997888307148
74,2005,374394,Total,70-74,65+,39,10.416833603102614,7.407387001243738,14.240154453819468
75,2005,359766,Total,75-79,65+,51,14.175880989309718,10.554874512402721,18.638665514974672
76,2005,339391,Total,75-79,65+,47,13.848334222180318,10.175235102600173,18.415348769014784
77,2005,320205,Total,75-79,65+,51,15.927296575631237,11.85891845483074,20.941453561500847
78,2005,307929,Total,75-79,65+,36,11.691006693101333,8.188237359039006,16.185281181452925
79,2005,292956,Total,75-79,65+,31,10.581793853001816,7.189815528318878,15.020011709351836
80,2005,275169,Total,80-84,65+,51,18.53406452034931,13.79982841028269,24.36887199379428
81,2005,258609,Total,80-84,65+,31,11.987208488490346,8.144726586909911,17.014885600752013
82,2005,243045,Total,80-84,65+,35,14.400625398588739,10.030563230068408,20.02778389560907
83,2005,234125,Total,80-84,65+,33,14.09503470368393,9.702373335923047,19.794669201994356
84,2005,223963,Total,80-84,65+,25,11.162558101114916,7.223819045033922,16.47813777165441
85,2005,198107,Total,85-89,65+,22,11.105109864871004,6.959513228825641,16.813269792145277
86,2005,140498,Total,85-89,65+,19,13.523324175433103,8.14192455719422,21.118345863703116
87,2005,103087,Total,85-89,65+,9,8.730489780476685,3.9921358632789135,16.573189103785317
88,2005,100105,Total,85-89,65+,7,6.992657709405125,2.8114110698964763,14.407547436893637
89,2005,89456,Total,85-89,65+,7,7.8250760150241465,3.146086401716897,16.122647292190997
90+,2005,355451,Total,90+,65+,40,11.253309176229635,8.03952906076758,15.323813117415364
0,2006,622805,Total,0-4,0-14,21,3.371841908783648,2.0872232856313273,5.154218533079116
1,2006,606029,Total,0-4,0-14,22,3.6301893143727444,2.275020316227377,5.496150248111104
2,2006,596170,Total,0-4,0-14,24,4.025697368200346,2.5793402644692724,5.989918579222907
3,2006,576028,Total,0-4,0-14,26,4.51366947440055,2.9484787572125555,6.613571576924216
4,2006,562083,Total,0-4,0-14,18,3.202374026611728,1.8979298040324164,5.061131588667152
5,2006,568461,Total,5-9,0-14,21,3.694184825344219,2.2867586314762467,5.646953922070888
6,2006,582924,Total,5-9,0-14,19,3.25943004576926,1.9623898079967088,5.090003769202435
7,2006,600295,Total,5-9,0-14,23,3.831449537310822,2.428810341089745,5.749055530169839
8,2006,609683,Total,5-9,0-14,25,4.100491566929043,2.6536219392420852,6.053134448152624
9,2006,625740,Total,5-9,0-14,17,2.7167833285390097,1.582626405473086,4.349833287932145
10,2006,623261,Total,10-14,0-14,17,2.7275892443133776,1.5889212496221146,4.367134605872436
11,2006,622895,Total,10-14,0-14,19,3.0502733205435906,1.8364637963648343,4.763379634061215
12,2006,638428,Total,10-14,0-14,46,7.205197767015231,5.275110334911982,9.610724108370245
13,2006,640160,Total,10-14,0-14,33,5.154961259685079,3.548438136204986,7.239482202757012
14,2006,657231,Total,10-14,0-14,31,4.7167586434602145,3.204808656186615,6.695062391038883
15,2006,670744,Total,15-19,15-64,42,6.2617034218718315,4.512885054876032,8.464003968502238
16,2006,655753,Total,15-19,15-64,88,13.419686985801057,10.762981377301639,16.53342969722659
17,2006,651137,Total,15-19,15-64,79,12.132623395690922,9.605512197831619,15.120868751841119
18,2006,661906,Total,15-19,15-64,94,14.2014122851281,11.476186709153598,17.37893201282845
19,2006,651489,Total,15-19,15-64,109,16.730904128849453,13.737813216444145,20.182449984180113
20,2006,660461,Total,20-24,15-64,131,19.8346306594939,16.58369227865851,23.536584726118058
21,2006,676690,Total,20-24,15-64,156,23.053392247557966,19.577727367376514,26.968226224283708
22,2006,669005,Total,20-24,15-64,168,25.111919940807617,21.458129802374422,29.20950797233481
23,2006,672195,Total,20-24,15-64,196,29.158205580225975,25.21880994131459,33.538478087020835
24,2006,676996,Total,20-24,15-64,222,32.791921961134186,28.61989892487641,37.40108447536881
25,2006,695307,Total,25-29,15-64,212,30.49012882079427,26.523697303221983,34.88240356923483
26,2006,700762,Total,25-29,15-64,232,33.10681800668416,28.98342904362524,37.65232077593279
27,2006,673249,Total,25-29,15-64,219,32.52882663026607,28.363002794134676,37.134288157255895
28,2006,637635,Total,25-29,15-64,243,38.10957679550213,33.46821923382582,43.214611793031445
29,2006,637572,Total,25-29,15-64,258,40.46601795561913,35.67846501983014,45.71700888964587
30,2006,652469,Total,30-34,15-64,210,32.18543716253186,27.97927667809847,36.84544766711984
31,2006,668962,Total,30-34,15-64,197,29.448608441137168,25.47971939803474,33.86047904929079
32,2006,683634,Total,30-34,15-64,198,28.962866095015755,25.068951939669585,33.29022939428387
33,2006,717809,Total,30-34,15-64,202,28.141190762445163,24.39403521998344,32.30106445329609
34,2006,747997,Total,30-34,15-64,177,23.66319651014643,20.305436165087965,27.417633506498774
35,2006,770690,Total,35-39,15-64,147,19.07381696920941,16.115111384065806,22.418425913499373
36,2006,759374,Total,35-39,15-64,189,24.888921664423588,21.46692368779781,28.701347520075625
37,2006,778327,Total,35-39,15-64,167,21.45627737441975,18.325423435852617,24.968622719913384
38,2006,782627,Total,35-39,15-64,142,18.14402007597489,15.282556833179536,21.385676181501996
39,2006,798367,Total,35-39,15-64,160,20.04090850448478,17.05587815963034,23.39805483269938
40,2006,797231,Total,40-44,15-64,117,14.67579660098516,12.137283640397786,17.588557043398527
41,2006,798951,Total,40-44,15-64,134,16.771992274870424,14.052583064604358,19.864120913693096
42,2006,790172,Total,40-44,15-64,113,14.30068390173279,11.785787583108453,17.193366157122803
43,2006,774066,Total,40-44,15-64,114,14.72742634349009,12.148310630095548,17.692137826236443
44,2006,757409,Total,40-44,15-64,112,14.78725497056412,12.175779998991086,17.792910209957288
45,2006,734966,Total,45-49,15-64,89,12.109403700307226,9.724845522425634,14.901663259763913
46,2006,706645,Total,45-49,15-64,115,16.274083875213154,13.435925289367127,19.534573034400662
47,2006,692441,Total,45-49,15-64,89,12.853080623475503,10.322079157986135,15.81682170665175
48,2006,680085,Total,45-49,15-64,92,13.527720799605932,10.905252250272008,16.590548681661275
49,2006,653741,Total,45-49,15-64,80,12.237262157337538,9.703387823463778,15.230332037831259
50,2006,631231,Total,50-54,15-64,93,14.733116719552747,11.891526671416543,18.04906334215725
51,2006,612050,Total,50-54,15-64,73,11.927130136426763,9.348966084878544,14.996575473079252
52,2006,614887,Total,50-54,15-64,80,13.01052063224625,10.3165337031016,16.192719144727153
53,2006,609201,Total,50-54,15-64,72,11.81875932573978,9.24745128294083,14.883771373431419
54,2006,599663,Total,50-54,15-64,81,13.507586761230892,10.726973649223876,16.788697014844843
55,2006,603791,Total,55-59,15-64,65,10.765314487960238,8.308442446017626,13.72127703391928
56,2006,619350,Total,55-59,15-64,75,12.10946960523129,9.524866021062644,15.179325009902765
57,2006,638471,Total,55-59,15-64,64,10.023947837881439,7.719661276116761,12.800357605730717
58,2006,680486,Total,55-59,15-64,49,7.200735944604298,5.32714409243234,9.519754791857334
59,2006,730216,Total,55-59,15-64,59,8.079801045170196,6.150718914498374,10.422354668012721
60,2006,579584,Total,60-64,15-64,48,8.281802120141343,6.106347108181599,10.980468091273616
61,2006,564852,Total,60-64,15-64,48,8.497801193941068,6.265607773980307,11.266851526085997
62,2006,557605,Total,60-64,15-64,58,10.401628392858745,7.898392532392959,13.446516753740475
63,2006,527075,Total,60-64,15-64,63,11.952758146373856,9.184827547405446,15.29276996383636
64,2006,473187,Total,60-64,15-64,48,10.143981132195094,7.479370909066234,13.449447297184257
65,2006,435523,Total,65-69,65+,55,12.62849493597353,9.513510646151518,16.437721997680804
66,2006,455545,Total,65-69,65+,63,13.829588734373113,10.62703570349521,17.69405158368339
67,2006,454725,Total,65-69,65+,55,12.095222387157072,9.111776781887619,15.743594474893477
68,2006,447421,Total,65-69,65+,49,10.951654035014002,8.102093944814646,14.478667427974612
69,2006,431829,Total,65-69,65+,54,12.50494987599258,9.394103215056132,16.31624703151264
70,2006,416695,Total,70-74,65+,52,12.479151417703596,9.32002716626339,16.364746815026074
71,2006,401431,Total,70-74,65+,60,14.946528793242177,11.40577607359852,19.23914530931675
72,2006,380094,Total,70-74,65+,59,15.522476019090014,11.81642794379639,20.022863124010314
73,2006,371897,Total,70-74,65+,57,15.326824362659554,11.608387097213674,19.8576787129132
74,2006,369093,Total,70-74,65+,49,13.275786861305958,9.821500204238262,17.55129427892653
75,2006,362127,Total,75-79,65+,55,15.18804176435339,11.441711601575822,19.76932401504427
76,2006,346871,Total,75-79,65+,56,16.144330312998203,12.195253619538734,20.96475577594695
77,2006,325777,Total,75-79,65+,42,12.892254517660854,9.291603069731043,17.42658283994593
78,2006,305750,Total,75-79,65+,32,10.466067048242028,7.158782113257422,14.774963885337849
79,2006,292676,Total,75-79,65+,42,14.350339624704452,10.342462563543885,19.39749032325529
80,2006,277123,Total,80-84,65+,43,15.51657567217445,11.2294227516183,20.90072560212744
81,2006,258574,Total,80-84,65+,33,12.762304021285976,8.784982857027325,17.923019819923617
82,2006,241289,Total,80-84,65+,35,14.505427101939997,10.103561456394514,20.173537695080615
83,2006,225329,Total,80-84,65+,24,10.651092402664547,6.82435587726678,15.847981215801429
84,2006,214767,Total,80-84,65+,23,10.709280289802438,6.78876505098301,16.06917864235801
85,2006,203169,Total,85-89,65+,16,7.875217183723894,4.5013670656652955,12.788859322810543
86,2006,176896,Total,85-89,65+,33,18.65502894356006,12.841263551877848,26.198596502560424
87,2006,126393,Total,85-89,65+,11,8.703013616260394,4.344513040466513,15.572095379729852
88,2006,90047,Total,85-89,65+,10,11.105311670572034,5.325428605208872,20.423063557939493
89,2006,86262,Total,85-89,65+,12,13.911108019753774,7.188072510169273,24.29990615587043
90+,2006,357177,Total,90+,65+,30,8.399197036763285,5.6669029700739175,11.99037603059762
0,2007,642603,Total,0-4,0-14,26,4.046043980498068,2.6430102591485474,5.9283918816322085
1,2007,625519,Total,0-4,0-14,31,4.955884633400425,3.367283164722711,7.034482646130456
2,2007,606917,Total,0-4,0-14,22,3.6248778663309813,2.2716916600176984,5.488108651945034
3,2007,596871,Total,0-4,0-14,40,6.701615591978836,4.787732431595599,9.12569834419566
4,2007,577110,Total,0-4,0-14,28,4.8517613626518346,3.223960190580224,7.012146028186687
5,2007,563399,Total,5-9,0-14,26,4.614846671719332,3.014571061644827,6.76181961329804
6,2007,571289,Total,5-9,0-14,25,4.376068854817789,2.8319610298516733,6.459940887629618
7,2007,586109,Total,5-9,0-14,16,2.7298676526038674,1.5603552331804365,4.433134041204102
8,2007,603863,Total,5-9,0-14,26,4.305612365718715,2.8125689462007673,6.308719706808502
9,2007,612837,Total,5-9,0-14,30,4.895265788455984,3.3028152708503105,6.988296299800382
10,2007,629615,Total,10-14,0-14,28,4.447162154650064,2.9551069551801548,6.427387521464418
11,2007,627118,Total,10-14,0-14,33,5.262167566550474,3.6222340249729452,7.390039716475892
12,2007,626071,Total,10-14,0-14,39,6.22932542794667,4.429659334074966,8.515692927133323
13,2007,642238,Total,10-14,0-14,35,5.449693104425462,3.795910924380021,7.579203872876263
14,2007,642426,Total,10-14,0-14,51,7.938657526314316,5.910851964006869,10.437868544642306
15,2007,661568,Total,15-19,15-64,65,9.825142691303087,7.582837702131041,12.522950900870592
16,2007,676298,Total,15-19,15-64,53,7.836782010297235,5.870287496393227,10.250703821274682
17,2007,660933,Total,15-19,15-64,64,9.683281058745742,7.457306345156837,12.365333734112985
18,2007,659283,Total,15-19,15-64,76,11.527674761824589,9.082496572254037,14.428603947520504
19,2007,674484,Total,15-19,15-64,101,14.974410067547934,12.196902935138409,18.195265670620877
20,2007,661604,Total,20-24,15-64,110,16.626259817050684,13.664763528091687,20.039139277698496
21,2007,676793,Total,20-24,15-64,145,21.42457147163165,18.0793612383983,25.209304500516524
22,2007,696334,Total,20-24,15-64,135,19.387248073481977,16.254943983413476,22.94715445240259
23,2007,689366,Total,20-24,15-64,186,26.98131326465187,23.242956051425637,31.14982909831858
24,2007,695019,Total,20-24,15-64,215,30.934406109761028,26.9373699207283,35.35739563209284
25,2007,694018,Total,25-29,15-64,209,30.114492707681933,26.16990327999637,34.48578415221686
26,2007,711238,Total,25-29,15-64,232,32.61917951515527,28.55652496557961,37.097730452512685
27,2007,716409,Total,25-29,15-64,259,36.152532980462276,31.883314052403822,40.834174878683015
28,2007,688237,Total,25-29,15-64,238,34.581110867332036,30.326929812585,39.264971443956846
29,2007,649216,Total,25-29,15-64,246,37.8918572555205,33.30432348220847,42.93473912660937
30,2007,640284,Total,30-34,15-64,225,35.1406563337519,30.698696816508775,40.04475233357865
31,2007,654716,Total,30-34,15-64,213,32.533189963281785,28.310576125669296,37.20802476201831
32,2007,670766,Total,30-34,15-64,214,31.90382338997504,27.772245010811332,36.47677912876781
33,2007,684917,Total,30-34,15-64,194,28.324599915026198,24.478877768288047,32.60306122626635
34,2007,718938,Total,30-34,15-64,178,24.758741365736682,21.255026591503835,28.67513805887292
35,2007,751774,Total,35-39,15-64,174,23.14525375977355,19.83389708968861,26.851376242223463
36,2007,774493,Total,35-39,15-64,144,18.592808456629047,15.680118632171688,21.88961203620189
37,2007,762008,Total,35-39,15-64,147,19.29113605106508,16.298720213679744,22.673852068842887
38,2007,780268,Total,35-39,15-64,132,16.917264324565405,14.15453516205489,20.06171705260974
39,2007,783748,Total,35-39,15-64,149,19.01121278778383,16.081234540535483,22.32059723469248
40,2007,798042,Total,40-44,15-64,131,16.41517614361149,13.724693670326975,19.47892001272697
41,2007,797025,Total,40-44,15-64,110,13.801323672406763,11.343009578419212,16.634327282936464
42,2007,798830,Total,40-44,15-64,130,16.27380043313346,13.596717536725464,19.32381651744138
43,2007,790147,Total,40-44,15-64,106,13.415225268209586,10.983287257538853,16.22532851835763
44,2007,773981,Total,40-44,15-64,98,12.661809527624062,10.27946901465897,15.430690196934458
45,2007,755118,Total,45-49,15-64,91,12.05109664979513,9.70279128518073,14.796076231337048
46,2007,732169,Total,45-49,15-64,84,11.47276107019008,9.151123543852039,14.204058867541198
47,2007,704106,Total,45-49,15-64,87,12.356094110829902,9.896724859015501,15.241196436690469
48,2007,689634,Total,45-49,15-64,81,11.745360582569885,9.327511693760078,14.598410777329573
49,2007,676990,Total,45-49,15-64,80,11.817013545251775,9.370156810438905,14.707296262491093
50,2007,651297,Total,50-54,15-64,80,12.283182634036391,9.73979990557155,15.287484046055557
51,2007,628945,Total,50-54,15-64,95,15.104659389930756,12.220571443183454,18.464662827998556
52,2007,609124,Total,50-54,15-64,87,14.28280612814468,11.439942201558253,17.61778859189981
53,2007,612044,Total,50-54,15-64,71,11.600473168595721,9.060065788488902,14.632418438396687
54,2007,606779,Total,50-54,15-64,65,10.712302172619685,8.267528660226256,13.653708486264614
55,2007,596103,Total,55-59,15-64,76,12.749474503567336,10.04513580311684,15.957868516570391
56,2007,600328,Total,55-59,15-64,81,13.492624032195732,10.71509108256576,16.770099708847336
57,2007,615591,Total,55-59,15-64,63,10.234067749528503,7.864138656264834,13.09381834479232
58,2007,634190,Total,55-59,15-64,67,10.564657279364228,8.187464281240725,13.416741296424782
59,2007,674871,Total,55-59,15-64,62,9.186940911670527,7.043574918195119,11.777243632597377
60,2007,724121,Total,60-64,15-64,52,7.181120282383746,5.363204105454923,9.417083849366733
61,2007,571596,Total,60-64,15-64,51,8.922385740977894,6.64330223414628,11.731289473090047
62,2007,557174,Total,60-64,15-64,59,10.589151683316162,8.060952885219598,13.65923416429621
63,2007,551291,Total,60-64,15-64,45,8.162658196850664,5.953898900623168,10.922278886642227
64,2007,519732,Total,60-64,15-64,48,9.235529080372192,6.8095500803266376,12.244971674271984
65,2007,466875,Total,65-69,65+,51,10.923694779116465,8.133408265229615,14.362641258710315
66,2007,428632,Total,65-69,65+,63,14.69792269359264,11.29428735966686,18.805027922994665
67,2007,448203,Total,65-69,65+,65,14.502357190826478,11.192613108175154,18.484444730595637
68,2007,447360,Total,65-69,65+,55,12.294349070100143,9.261786250768616,16.002785223524533
69,2007,439351,Total,65-69,65+,54,12.290856285748752,9.233269520848875,16.0369013371338
70,2007,423642,Total,70-74,65+,31,7.3174992092379885,4.971885691017853,10.38660602660944
71,2007,408040,Total,70-74,65+,36,8.822664444662287,6.17928571152711,12.214286464375107
72,2007,392557,Total,70-74,65+,53,13.501224026065005,10.113343267947704,17.659933443857643
73,2007,370667,Total,70-74,65+,56,15.107900082823665,11.4123453619098,19.618864913139006
74,2007,361340,Total,70-74,65+,41,11.34665412077268,8.14255489800611,15.393017536318956
75,2007,357959,Total,75-79,65+,48,13.409356937526367,9.88700125530668,17.778861875836974
76,2007,349623,Total,75-79,65+,54,15.445208124179473,11.602915704214182,20.152646248590827
77,2007,333794,Total,75-79,65+,44,13.181782776203288,9.577903544744467,17.695928111442313
78,2007,311924,Total,75-79,65+,46,14.747182005873224,10.79679069548091,19.67067417402508
79,2007,291377,Total,75-79,65+,50,17.15989937435007,12.7364080684,22.623188056825626
80,2007,277006,Total,80-84,65+,37,13.357111398309062,9.404639093415316,18.411018585132027
81,2007,260900,Total,80-84,65+,37,14.181678804139517,9.98521064281565,19.547576137190813
82,2007,241628,Total,80-84,65+,37,15.31279487476617,10.781620742259188,21.1066706432743
83,2007,224069,Total,80-84,65+,32,14.28131513060709,9.768408977272431,20.160955812459765
84,2007,207387,Total,80-84,65+,22,10.608186626934184,6.648094081224769,16.06092203808592
85,2007,195727,Total,85-89,65+,24,12.261977141630943,7.856480125218525,18.2448500175005
86,2007,182561,Total,85-89,65+,15,8.216431768011788,4.598674488408431,13.551754685549401
87,2007,156093,Total,85-89,65+,18,11.531586938555861,6.8343492535857,18.22487892956634
88,2007,113191,Total,85-89,65+,10,8.83462466097128,4.236545923379451,16.24718930128524
89,2007,77687,Total,85-89,65+,10,12.872166514346029,6.172704179762937,23.67237252309624
90+,2007,357575,Total,90+,65+,29,8.110186674124309,5.431519300160227,11.647580909903262
0,2008,667840,Total,0-4,0-14,26,3.8931480594154286,2.5431335672610715,5.7043639319485235
1,2008,642968,Total,0-4,0-14,37,5.754563213099252,4.051743565326118,7.931907364274867
2,2008,628030,Total,0-4,0-14,39,6.209894431794659,4.415841996311718,8.489130115732188
3,2008,607109,Total,0-4,0-14,25,4.117876691006064,2.664872674895171,6.078798320817245
4,2008,596758,Total,0-4,0-14,38,6.367740357062662,4.506192065325668,8.74022114814709
5,2008,577429,Total,5-9,0-14,21,3.6368107594180414,2.251243180386885,5.559251567715406
6,2008,564338,Total,5-9,0-14,20,3.543975418986494,2.1647522558119334,5.473382600972219
7,2008,574056,Total,5-9,0-14,19,3.3097816240924227,1.992704747335928,5.168633995914266
8,2008,589158,Total,5-9,0-14,15,2.54600633446376,1.4249804182890353,4.199250264188187
9,2008,607073,Total,5-9,0-14,29,4.777020226562538,3.1992454181865995,6.860597891618733
10,2008,615251,Total,10-14,0-14,21,3.4132410999738316,2.1128500374767674,5.217501594461999
11,2008,632265,Total,10-14,0-14,33,5.21933050224194,3.5927469609625446,7.32988055153603
12,2008,629903,Total,10-14,0-14,29,4.603883455071654,3.083293005041718,6.611944607119921
13,2008,628463,Total,10-14,0-14,46,7.319444422344673,5.3587532454530935,9.763113136427442
14,2008,644860,Total,10-14,0-14,53,8.218838197438204,6.15647379777897,10.750442720777261
15,2008,647366,Total,15-19,15-64,59,9.113855222547986,6.937888864829701,11.756209217440485
16,2008,667013,Total,15-19,15-64,66,9.894859620427187,7.652683713606975,12.588687543197329
17,2008,682497,Total,15-19,15-64,74,10.842538502000743,8.513724784627772,13.611814191402544
18,2008,669058,Total,15-19,15-64,96,14.348531816374665,11.622356838270292,17.522013188591796
19,2008,671235,Total,15-19,15-64,102,15.195870298777626,12.390416202043623,18.44674973884388
20,2008,682677,Total,20-24,15-64,109,15.966555193744627,13.110203206740495,19.26041767591924
21,2008,673354,Total,20-24,15-64,146,21.682502814270055,18.308135469733035,25.498597345575394
22,2008,692690,Total,20-24,15-64,141,20.355425948115318,17.134338170367826,24.006110705113045
23,2008,711948,Total,20-24,15-64,200,28.09193929893756,24.333361801909312,32.266679822887326
24,2008,704736,Total,20-24,15-64,200,28.37942151387186,24.582380165261505,32.59688474342873
25,2008,706740,Total,25-29,15-64,228,32.26080312420409,28.20887809559281,36.73134937105391
26,2008,706571,Total,25-29,15-64,243,34.39144827625249,30.202920826301288,38.99841486651675
27,2008,722727,Total,25-29,15-64,241,33.345924533053285,29.268467134844723,37.83250249323557
28,2008,728572,Total,25-29,15-64,253,34.72546296042121,30.577973122149732,39.27858728313848
29,2008,699436,Total,25-29,15-64,238,34.027416375479675,29.841351022000673,38.636281449159796
30,2008,658120,Total,30-34,15-64,209,31.757126359934357,27.597374239616663,36.36685550621959
31,2008,647908,Total,30-34,15-64,213,32.87503781401063,28.60805416616819,37.59899420919263
32,2008,661884,Total,30-34,15-64,184,27.79943313329828,23.92763693956428,32.11930599435309
33,2008,676727,Total,30-34,15-64,205,30.29286551297643,26.287765247061404,34.735665574693954
34,2008,690266,Total,30-34,15-64,191,27.670492245018586,23.88528251352261,31.885165705361903
35,2008,721128,Total,35-39,15-64,172,23.851521505197415,20.420114899484687,27.694528703740467
36,2008,753134,Total,35-39,15-64,178,23.634572333741406,20.2899434996197,27.373145291236327
37,2008,776715,Total,35-39,15-64,168,21.62955524227033,18.482449969985772,25.158915279133073
38,2008,762872,Total,35-39,15-64,169,22.15312660577397,18.939013287785095,25.75640239253436
39,2008,780683,Total,35-39,15-64,154,19.726316571514943,16.733813251781797,23.099551672621832
40,2008,781558,Total,40-44,15-64,137,17.529089331821822,14.716826445868199,20.722250260130842
41,2008,795176,Total,40-44,15-64,137,17.228890207953963,14.464789484818278,20.367365801793994
42,2008,794225,Total,40-44,15-64,126,15.864522018319745,13.215570513641447,18.888734624022042
43,2008,796317,Total,40-44,15-64,111,13.939172465236835,11.466956987001467,16.78635925021012
44,2008,788196,Total,40-44,15-64,112,14.209663586214596,11.700193039873128,17.09791768698844
45,2008,772995,Total,45-49,15-64,111,14.359730658024954,11.812926069402838,17.292819797087393
46,2008,754697,Total,45-49,15-64,113,14.972896407432385,12.339785829438798,18.001550984177808
47,2008,731051,Total,45-49,15-64,83,11.353517059685302,9.043012963227342,14.074392593302804
48,2008,703178,Total,45-49,15-64,98,13.936727258247554,11.314508854706439,16.984406550423266
49,2008,688599,Total,45-49,15-64,85,12.343904071890897,9.859872146894563,15.26342854388388
50,2008,675850,Total,50-54,15-64,93,13.760449803950582,11.106458936635253,16.857480657739533
51,2008,650546,Total,50-54,15-64,88,13.527098775490128,10.84912877353743,16.665764026287803
52,2008,628438,Total,50-54,15-64,71,11.297852771474673,8.823716747634457,14.250703984657296
53,2008,607793,Total,50-54,15-64,82,13.491435406462397,10.730138956503998,16.74642865845249
54,2008,610722,Total,50-54,15-64,108,17.683987149636007,14.506517418528183,21.35058345536903
55,2008,603081,Total,55-59,15-64,73,12.104510007776733,9.488003588655443,15.219604030467144
56,2008,591226,Total,55-59,15-64,65,10.994103777574058,8.485017189574593,14.012887764724752
57,2008,595777,Total,55-59,15-64,67,11.245818485775718,8.715354860157502,14.281791950309652
58,2008,610853,Total,55-59,15-64,66,10.804563454710053,8.3562485931380035,13.746053869344475
