Year,Age,Incidence,Inc_LCI,Inc_UCI,CoB
2015,5,4.319467841561919,0.5231075947992851,15.603403023031317,Non-UK born
2016,5,0,0,10.034217702891318,Non-UK born
2000,6,5.243563525772115,0.13275553449892452,29.215266063336465,Non-UK born
2001,6,39.20885248758386,17.92878407849758,74.43061536733978,Non-UK born
2002,6,27.707409753008235,11.139815751741082,57.087853711614855,Non-UK born
2003,6,15.11144692104269,4.117360686159143,38.69130591387872,Non-UK born
2004,6,20.716801325875284,6.726688999869157,48.34610349833299,Non-UK born
2005,6,22.33923727461305,8.981531997829478,46.02736671996929,Non-UK born
2006,6,16.44781929329203,6.036059797392615,35.79997813130482,Non-UK born
2007,6,18.235419262681216,6.692077480749027,39.69083069178703,Non-UK born
2008,6,13.133269855862363,3.578374014598697,33.62638695670518,Non-UK born
2009,6,14.98486528606108,4.865544969935628,34.96967686433502,Non-UK born
2010,6,11.002007866435624,2.997676853498158,28.169509792897372,Non-UK born
2011,6,13.739283358979996,4.461107908656905,32.06290415289807,Non-UK born
2012,6,20.718640857159773,8.329968186585766,42.6883187169312,Non-UK born
2013,6,15.705983979896342,5.099690246955932,36.65252734199048,Non-UK born
2014,6,8.375384744236689,2.2820104558854357,21.44431138718084,Non-UK born
2015,6,8.23000109733348,1.6972240834401453,24.051555661533865,Non-UK born
2016,6,0,0,7.24673788722681,Non-UK born
2000,7,17.332023802646024,3.5742799866867045,50.651528509690465,Non-UK born
2001,7,33.026462453040494,14.258482338060945,65.0752971151109,Non-UK born
2002,7,27.733755942947703,11.150408286528792,57.14213693225981,Non-UK born
2003,7,35.02504290567756,16.795869483143964,64.4123009422359,Non-UK born
2004,7,20.0714543775842,6.5171466023781495,46.84007899852542,Non-UK born
2005,7,29.260085585750335,12.632428136309946,57.65403321090418,Non-UK born
2006,7,26.590087215486065,12.750980366231742,48.900117108109384,Non-UK born
2007,7,17.453529976437736,6.40513789304143,37.98898688808996,Non-UK born
2008,7,22.01950298836112,8.852982231896405,45.36859188959539,Non-UK born
2009,7,14.69205453690644,4.770470116709041,34.28635425282871,Non-UK born
2010,7,26.877385367951405,12.888750997506945,49.42846863951453,Non-UK born
2011,7,2.637548135253468,0.06677693723766918,14.6954776360682,Non-UK born
2012,7,13.730228471001759,4.458167811177562,32.041773064923845,Non-UK born
2013,7,7.702973347712217,1.5885382912124526,22.51135692944673,Non-UK born
2014,7,7.01049237024747,1.4457320657481403,20.48763365443489,Non-UK born
2015,7,2.083420142505938,0.05274763111856722,11.608074067542184,Non-UK born
2016,7,0,0,7.175412281878886,Non-UK born
2000,8,10.561892691170257,1.2790942043935625,38.153187936860796,Non-UK born
2001,8,28.988308049086868,10.638198151951165,63.09534265396988,Non-UK born
2002,8,51.96032120925838,25.938405135743224,92.9713675640149,Non-UK born
2003,8,27.941633033219496,12.7766938757477,53.04192316491517,Non-UK born
2004,8,12.18769043266301,2.5133947710566797,35.61760337088086,Non-UK born
2005,8,48.59086491739553,27.773877713925913,78.90852040075606,Non-UK born
2006,8,33.87742531567601,16.911488657951462,60.61607179951326,Non-UK born
2007,8,25.33826584908529,12.150683363230206,46.59797304519783,Non-UK born
2008,8,15.625488296509266,5.073553517667492,36.46467726904799,Non-UK born
2009,8,19.03855306996668,8.219495898973115,37.513539315072144,Non-UK born
2010,8,3.5343182300134304,0.08948119030285537,19.691960807729192,Non-UK born
2011,8,18.48884506347837,6.785080283159288,40.24243196881143,Non-UK born
2012,8,18.374331059509863,7.932731979945572,36.20475716069113,Non-UK born
2013,8,15.621513055121623,6.280658450167078,32.186287350373526,Non-UK born
2014,8,11.65990392239168,3.7859390656182565,27.210326195892605,Non-UK born
2015,8,5.872680291284943,1.2110878609654718,17.162463921662994,Non-UK born
2016,8,0,0,7.215694411740186,Non-UK born
2000,9,9.762764814995606,1.1823161112172458,35.26646328089407,Non-UK born
2001,9,39.973351099267155,18.278361525109187,75.88187186950555,Non-UK born
2002,9,46.461924452910836,22.280298732204773,85.44513330863622,Non-UK born
2003,9,32.32062055591467,12.994565756394252,66.5928311095317,Non-UK born
2004,9,21.830883423082522,8.011549459652352,47.51664249206333,Non-UK born
2005,9,21.311169716827834,9.200650461516032,41.991500093751334,Non-UK born
2006,9,22.217285047767163,9.591846747246453,43.776908520865675,Non-UK born
2007,9,28.64284970315592,14.298407372244663,51.24997008983948,Non-UK born
2008,9,42.50571170501036,24.29568687540918,69.02661281961892,Non-UK born
2009,9,15.527950310559007,6.243041374267674,31.99351233740545,Non-UK born
2010,9,22.068234982566093,10.582576457899178,40.58426985483024,Non-UK born
2011,9,23.394549070066674,11.218595616171326,43.0234086840982,Non-UK born
2012,9,16.895153504537554,6.792727967560985,34.81047345458191,Non-UK born
2013,9,18.192213732522482,7.3142134505948,37.482913253553654,Non-UK born
2014,9,24.00896334631596,10.978426872374577,45.57649109379281,Non-UK born
2015,9,4.407227853680036,0.5337357394093543,15.920422361665844,Non-UK born
2016,9,0,0,6.661633325713653,Non-UK born
2000,10,14.885936511480779,4.055916689465689,38.11390969968999,Non-UK born
2001,10,22.380376885546752,7.266847455881209,52.22833391219134,Non-UK born
2002,10,30.25108399717657,13.832721916501406,57.42598047601483,Non-UK born
2003,10,25.419420437214033,10.219925381363451,52.373721264080096,Non-UK born
2004,10,47.75549188156638,24.675959522135535,83.41923371608148,Non-UK born
2005,10,29.00126880551024,12.520689420875486,57.14406097586845,Non-UK born
2006,10,12.815583749839805,3.491815242939656,32.81298435026175,Non-UK born
2007,10,24.14467489195258,11.5783101048662,44.4029167781775,Non-UK born
2008,10,21.896744683956985,10.012585999168735,41.566842127923636,Non-UK born
2009,10,16.326974883670307,5.991712028873852,35.53695072660123,Non-UK born
2010,10,16.93372563131046,7.310780807206364,33.36619016614803,Non-UK born
2011,10,22.688598979013047,10.880065107504103,41.72514133186109,Non-UK born
2012,10,11.770521904941265,3.8218564234525787,27.468471666759264,Non-UK born
2013,10,4.657553387205701,0.5640513228475466,16.824684259155493,Non-UK born
2014,10,8.94254415381176,2.436542306340991,22.896464733744015,Non-UK born
2015,10,3.858917959404183,0.46733286745381836,13.939738496032954,Non-UK born
2016,10,0,0,7.138615295817969,Non-UK born
2000,11,52.587294909549854,25.217651956943804,96.70990766732106,Non-UK born
2001,11,66.02216458382458,36.09493174393114,110.77397369410791,Non-UK born
2002,11,30.382823577071097,13.892961641274505,57.67606323482268,Non-UK born
2003,11,34.88088178869162,16.726738624062342,64.14718351535726,Non-UK born
2004,11,42.75612563723072,22.7658361815616,73.11427698786015,Non-UK born
2005,11,37.76791615522613,19.51523340170024,65.97294888168241,Non-UK born
2006,11,23.707215883834643,10.23509313008891,46.71266623260724,Non-UK born
2007,11,39.58707634215415,21.07845089985628,67.69510617911287,Non-UK born
2008,11,46.13211083239627,26.368487309752688,74.9156578080355,Non-UK born
2009,11,16.13684040664838,5.921936026816342,35.123108016025725,Non-UK born
2010,11,15.316281206922957,6.157939416493155,31.557393085141843,Non-UK born
2011,11,12.032970338728115,4.415888040211885,26.190710592059617,Non-UK born
2012,11,17.584349928563576,7.591674198809765,34.648179404755055,Non-UK born
2013,11,27.62303761336955,14.273226621063067,48.251887685136396,Non-UK born
2014,11,13.039509714434736,5.242559192891357,26.866373641008096,Non-UK born
2015,11,4.114887663566784,0.49833198614098634,14.864389078520203,Non-UK born
2016,11,0,0,7.658043292742236,Non-UK born
2000,12,27.04347238185383,11.675451885432029,53.28642154077924,Non-UK born
2001,12,35.369433735365895,16.961018272317876,65.04564793979335,Non-UK born
2002,12,45.9510091548549,24.466977098737424,78.57762510395135,Non-UK born
2003,12,49.09747292418772,28.601087276844158,78.60981029864723,Non-UK born
2004,12,46.35531347780739,23.952466908959003,80.97340382499692,Non-UK born
2005,12,25.708923567370235,12.328428146469994,47.279625786096034,Non-UK born
2006,12,60.115859656793084,37.674289190702844,91.01613396853547,Non-UK born
2007,12,45.19774011299435,26.787045274072884,71.43191529824982,Non-UK born
2008,12,43.216379007643894,24.701894642901774,70.18069199568093,Non-UK born
2009,12,33.50233399593505,18.75100201635654,55.257005051003595,Non-UK born
2010,12,18.751562630219187,8.574408486912105,35.59630688269684,Non-UK born
2011,12,35.857555859348736,20.495691386659924,58.23042423424162,Non-UK born
2012,12,48.444024083600546,29.987614441108647,74.0518368011797,Non-UK born
2013,12,24.93622081982621,13.277487370770537,42.64169704056716,Non-UK born
2014,12,6.713512061943337,1.384487586482571,19.619731168022028,Non-UK born
2015,12,9.8763806357097,3.62445762784292,21.496722724759568,Non-UK born
2016,12,0,0,6.058268113177756,Non-UK born
2000,13,67.24384298562663,38.435666359760965,109.19978817164392,Non-UK born
2001,13,51.30633830610151,27.318464326323326,87.73540105043365,Non-UK born
2002,13,42.584255992213166,23.281209016609683,71.44914564373883,Non-UK born
2003,13,43.45240817820061,26.16118822752306,67.85631791516627,Non-UK born
2004,13,61.023154897108185,36.16618903752763,96.44289340450888,Non-UK born
2005,13,49.56694145883335,29.842536690928558,77.40491905349474,Non-UK born
2006,13,55.67746372776996,32.43417440018108,89.1450129889189,Non-UK born
2007,13,56.440992286397716,34.93786380002738,86.27605218088905,Non-UK born
2008,13,56.47590361445783,34.959474462339145,86.32941785430128,Non-UK born
2009,13,48.49562529046859,31.072062184902627,72.15764633302997,Non-UK born
2010,13,26.231965523702453,14.341259652052837,44.012780816630276,Non-UK born
2011,13,57.81889343533179,37.76922081390398,84.71807526046304,Non-UK born
2012,13,22.44256742971396,11.203248800825968,40.15595240809147,Non-UK born
2013,13,22.179655207178143,11.072003966603166,39.68552981813077,Non-UK born
2014,13,22.08968411751712,10.592862151827774,40.6237155776845,Non-UK born
2015,13,11.555159378662573,4.645773372818745,23.808044638740117,Non-UK born
2016,13,0,0,6.484459735118014,Non-UK born
2000,14,79.1407574901074,48.98937623544822,120.97505458806629,Non-UK born
2001,14,120.52226314027452,84.41231140714838,166.85361395793836,Non-UK born
2002,14,122.80989028983133,82.85931726470001,175.31875468645677,Non-UK born
2003,14,60.00315806095058,36.12582082541208,93.7023640346932,Non-UK born
2004,14,47.20648672664667,27.499518131754105,75.58215821366935,Non-UK born
2005,14,66.33020908435472,42.04766268794429,99.52788145589915,Non-UK born
2006,14,64.2549636959455,39.248601122546894,99.2365800381501,Non-UK born
2007,14,83.9361098081813,58.12819607616529,117.29230033130844,Non-UK born
2008,14,76.07542994144497,52.36682551692064,106.83818818103482,Non-UK born
2009,14,48.82931712200005,29.826215448140697,75.41291999969384,Non-UK born
2010,14,56.81280181800966,36.40103412244689,84.53294572898685,Non-UK born
2011,14,72.77217897545593,50.09301954424733,102.19919568917302,Non-UK born
2012,14,59.25865380685765,39.686450483362485,85.10531169763085,Non-UK born
2013,14,36.352179919055814,20.346039145925683,59.95739251020488,Non-UK born
2014,14,26.000617514665972,14.861599450154419,42.2233739011667,Non-UK born
2015,14,19.226455602909603,9.934590170029509,33.58474869128233,Non-UK born
2016,14,0,0,6.116834619718997,Non-UK born
2000,15,74.51564828614009,44.16269572942344,117.76684992353033,Non-UK born
2001,15,142.82216600016324,99.48087163355815,198.6310592062477,Non-UK born
2002,15,96.22985187476372,63.944037721612304,139.0789289042451,Non-UK born
2003,15,86.41875286937265,59.11036298923699,121.9974940706486,Non-UK born
2004,15,67.74379297496867,41.37966868341275,104.62479389856925,Non-UK born
2005,15,81.37550859692874,55.290710012184945,115.50603885877088,Non-UK born
2006,15,68.54913127158638,44.77856841887827,100.44035983844822,Non-UK born
2007,15,85.36748032546352,58.391293347431144,120.51341090948505,Non-UK born
2008,15,58.39984426708195,37.41788216538462,86.89433909322855,Non-UK born
2009,15,59.02908953532301,38.20051437436089,87.13858069874,Non-UK born
2010,15,65.43594217842201,45.04309169504835,91.89639164238125,Non-UK born
2011,15,50.44821296907137,32.954447622329816,73.91832062386011,Non-UK born
2012,15,56.172157979351894,37.6193757869873,80.67258883643557,Non-UK born
2013,15,46.88611524283774,31.400367227491323,67.33628247847538,Non-UK born
2014,15,49.36613877808933,31.947162133859887,72.87415919104768,Non-UK born
2015,15,25.380281213515847,14.205150729739454,41.86091414948282,Non-UK born
2016,15,0,0,6.3188465957175275,Non-UK born
2000,16,94.42007797270955,64.15386202224005,134.02176383786784,Non-UK born
2001,16,118.97005920176754,85.74315421487607,160.81295861113972,Non-UK born
2002,16,115.11216056670602,81.85599908334262,157.36211294519734,Non-UK born
2003,16,153.4582922284336,110.59923903861194,207.43103064960596,Non-UK born
2004,16,126.73557326724307,92.44179679565852,169.58216829627622,Non-UK born
2005,16,82.51278948236977,55.67103256895571,117.79213761705172,Non-UK born
2006,16,133.44258457216435,101.06811041302761,172.8903462553267,Non-UK born
2007,16,84.63541666666667,60.18405488158958,115.69940075050533,Non-UK born
2008,16,84.41751911808521,58.46158601790712,117.96502158904337,Non-UK born
2009,16,81.73440405402644,58.39225656794983,111.29905998075989,Non-UK born
2010,16,44.75512552747112,27.704128093594022,68.41296350314009,Non-UK born
2011,16,62.79188414897375,42.94960227480194,88.6434050457605,Non-UK born
2012,16,69.28539810234993,48.52664103873289,95.92019571053366,Non-UK born
2013,16,41.010644936968426,25.997230955984318,61.53610344459646,Non-UK born
2014,16,37.33052788760117,23.3948430798188,56.518867845053265,Non-UK born
2015,16,39.62821528928597,24.834791541590914,59.99759418388435,Non-UK born
2016,16,0,0,5.246369027226737,Non-UK born
2000,17,66.48333383699496,41.66475135906927,100.65656639909716,Non-UK born
2001,17,73.0526892521231,49.96798536956571,103.12860030915093,Non-UK born
2002,17,91.69504846738276,66.08572555339643,123.94506763271909,Non-UK born
2003,17,143.25858174004077,106.99236101289668,187.86457033685846,Non-UK born
2004,17,101.8565674336775,74.00913782615942,136.73768757884105,Non-UK born
2005,17,174.38262924002925,133.69816191194403,223.55066061693833,Non-UK born
2006,17,138.81034394118552,104.27860257196221,181.11738829291735,Non-UK born
2007,17,75.29813993243518,53.01683944626568,103.78856718208073,Non-UK born
2008,17,78.98359397919346,55.01496717107792,109.847059258193,Non-UK born
2009,17,122.41621513144692,93.63870471800631,157.24874957823812,Non-UK born
2010,17,82.83162956079033,59.44140746788816,112.37045853516288,Non-UK born
2011,17,68.39945280437756,48.403523733163205,93.8835929859234,Non-UK born
2012,17,75.51808921671936,54.652815616380714,101.72237058374365,Non-UK born
2013,17,70.96888659494508,51.566101643807706,95.27241774916975,Non-UK born
2014,17,52.18100285364859,35.691767323741644,73.66400665213285,Non-UK born
2015,17,32.75590551181102,21.397244996026885,47.99499097086617,Non-UK born
2016,17,0,0,5.673191723104033,Non-UK born
2000,18,129.0766715428965,94.14940994244463,172.71474198135215,Non-UK born
2001,18,174.23851316468767,130.89333367496369,227.34346409947958,Non-UK born
2002,18,149.7566454511419,113.12456057824838,194.47146068242222,Non-UK born
2003,18,164.60703142274525,127.56818840183907,209.04511123945733,Non-UK born
2004,18,161.6750596342433,123.66861002115702,207.67837772286262,Non-UK born
2005,18,183.12008451696207,144.74882780847594,228.54215295426633,Non-UK born
2006,18,159.05758381589084,122.49372106825918,203.11298359441554,Non-UK born
2007,18,109.03260288615714,81.18193444851048,143.3577367752085,Non-UK born
2008,18,102.11896859841717,77.13957143336773,132.60997484880002,Non-UK born
2009,18,69.50451007043124,50.697066582593706,93.00250292993759,Non-UK born
2010,18,91.04180074403126,69.13185627992176,117.69263934056632,Non-UK born
2011,18,71.08709946862393,50.78566607152956,96.80045311625244,Non-UK born
2012,18,74.9759587958209,54.89182502725518,100.00742214820139,Non-UK born
2013,18,90.04952723998198,65.92757161672549,120.11345009217548,Non-UK born
2014,18,66.71892982836555,47.66498163859852,90.85224586590176,Non-UK born
2015,18,46.64243089375128,32.301239295661254,65.1781220868415,Non-UK born
2016,18,0,0,4.964777666671964,Non-UK born
2000,19,157.0915619389587,118.66527766671398,203.9964598507208,Non-UK born
2001,19,127.61098797770165,96.65131610120389,165.33483646307744,Non-UK born
2002,19,186.60812294182216,144.90850920039085,236.57026113070668,Non-UK born
2003,19,144.78668755826175,113.4896505731949,182.04752213050944,Non-UK born
2004,19,192.88010477437788,153.17464458660643,239.73235904305042,Non-UK born
2005,19,156.37692932575143,123.41022716175175,195.44433082884422,Non-UK born
2006,19,119.07597046915933,92.82556069122836,150.44532513190035,Non-UK born
2007,19,111.69566976932416,86.90589810901633,141.35801876980213,Non-UK born
2008,19,109.28176001150335,86.10159734913161,136.78241852517306,Non-UK born
2009,19,112.30834337055242,87.3825947407872,142.13339642411094,Non-UK born
2010,19,92.08601917555929,71.50839709742488,116.74097171879845,Non-UK born
2011,19,112.974572765172,88.2340786279143,142.50205121583014,Non-UK born
2012,19,102.55259826622014,78.97799693341364,130.95737851344398,Non-UK born
2013,19,84.86942020785564,64.27927006778347,109.95817784307019,Non-UK born
2014,19,46.83781457288977,32.97814391501599,64.55975763574209,Non-UK born
2015,19,60.10634198967404,42.74148491860442,82.16734817882848,Non-UK born
2016,19,0,0,5.000311027223964,Non-UK born
2000,20,151.69596084221595,119.31849619031065,190.15220049924713,Non-UK born
2001,20,137.25952774143738,105.70656174799032,175.27735262591412,Non-UK born
2002,20,145.8156126859583,116.30824333811174,180.52965051102765,Non-UK born
2003,20,124.80239620600716,98.16500158324568,156.4408843478372,Non-UK born
2004,20,159.25748338927323,128.5413431112565,195.1011764938226,Non-UK born
2005,20,157.58308926524896,128.0757590318913,191.85175689729314,Non-UK born
2006,20,132.68856519431503,106.69727565475313,163.09677388380376,Non-UK born
2007,20,110.6977821828058,88.5439370363501,136.71086045894165,Non-UK born
2008,20,89.13274991897023,70.34217235547362,111.40064418683487,Non-UK born
2009,20,99.25558312655087,77.93698107885588,124.60629535496831,Non-UK born
2010,20,126.17828249090773,102.88331006925891,153.17182588575758,Non-UK born
2011,20,91.11459678907548,72.1362843232087,113.55597338609027,Non-UK born
2012,20,92.10720824188945,73.14641861491837,114.48084986539729,Non-UK born
2013,20,73.03179317396173,55.7309520302927,94.00639442845723,Non-UK born
2014,20,50.47666028060434,36.67641863293642,67.76256040600185,Non-UK born
2015,20,53.12592970376981,39.431089015111,70.03991527937524,Non-UK born
2016,20,0,0,4.45602949134366,Non-UK born
2000,21,167.15147831372377,131.91333272792636,208.91066838910018,Non-UK born
2001,21,140.7176600663383,112.24191667468428,174.21803827836584,Non-UK born
2002,21,121.84596639082093,95.33696449575801,153.44482923737613,Non-UK born
2003,21,135.2265043948614,106.89094017964378,168.76879743913895,Non-UK born
2004,21,134.92646507653328,108.49681143442716,165.8475327794948,Non-UK born
2005,21,104.48678549477566,85.19648657425478,126.83982852850718,Non-UK born
2006,21,157.21852085722753,130.56047933798877,187.71913278736457,Non-UK born
2007,21,109.31948619841486,89.32194200825201,132.45885487313194,Non-UK born
