Year,Age group,Incidence,Inc_LCI,Inc_UCI,CoB
2000,20-24,139.35784685614558,126.46635116535735,153.20704972745926,Non-UK born
2001,20-24,143.2641272526399,130.14515377785335,157.34721775290842,Non-UK born
2002,20-24,157.58991669809268,144.2588967383601,171.82148407820853,Non-UK born
2003,20-24,158.10839683783206,145.2263049432071,171.82679563288517,Non-UK born
2004,20-24,162.35951506427074,149.53185540413622,175.99330633343837,Non-UK born
2005,20-24,150.73939666732306,139.31183786872552,162.85447974693813,Non-UK born
2006,20-24,149.42492449832162,138.63447739374467,160.83219848108726,Non-UK born
2007,20-24,114.05441700791572,105.1315125995704,123.53226846095285,Non-UK born
2008,20-24,108.93494202104091,100.54109770267358,117.84252675001495,Non-UK born
2009,20-24,133.47997701616964,123.60613149094043,143.9327202679086,Non-UK born
2010,20-24,137.09829326218204,127.1705104325742,147.5952450227373,Non-UK born
2011,20-24,131.90724617451536,122.67081036449453,141.65486787738308,Non-UK born
2012,20-24,131.09770579014867,121.49708957660623,141.25527959358712,Non-UK born
2013,20-24,98.74884809668592,90.23173439154418,107.85327902063295,Non-UK born
2014,20-24,72.95120612014054,65.76293641443613,80.71075763086245,Non-UK born
2015,20-24,61.319671230687796,54.65148566439765,68.57703765163754,Non-UK born
2016,20-24,0,0,0.6877221008767737,Non-UK born
2000,25-29,145.05304178393592,133.70499880645133,157.1068597675386,Non-UK born
2001,25-29,144.47575620888472,133.5562876133641,156.05008022230686,Non-UK born
2002,25-29,166.2425719359476,155.3471778285458,177.70058906051256,Non-UK born
2003,25-29,161.40073768414084,151.22513369597934,172.0809235825554,Non-UK born
2004,25-29,168.7265967809682,158.1335693296498,179.84261445333416,Non-UK born
2005,25-29,181.01574247605961,170.35528198688866,192.1685765378613,Non-UK born
2006,25-29,147.98393481797112,139.07484461822554,157.31404987608752,Non-UK born
2007,25-29,131.13067744908818,123.24375514182464,139.38994772954226,Non-UK born
2008,25-29,128.7326899179236,121.01943015244626,136.80865678349662,Non-UK born
2009,25-29,118.94635245104648,111.67667416210247,126.56501964601269,Non-UK born
2010,25-29,117.3956995974487,110.13056862699102,125.01417634151782,Non-UK born
2011,25-29,113.10445436889728,106.23909616612534,120.29704209842794,Non-UK born
2012,25-29,121.71790086505393,114.42148393069156,129.3575929936942,Non-UK born
2013,25-29,101.71382323668698,94.93890359051012,108.84456016638481,Non-UK born
2014,25-29,80.54825161512926,74.59421505160758,86.85110368901542,Non-UK born
2015,25-29,74.20308125061004,68.52556419149393,80.22551828188995,Non-UK born
2016,25-29,0,0,0.3931709709171804,Non-UK born
2000,30-34,122.93630843598184,112.9550498948316,133.5631473367224,Non-UK born
2001,30-34,115.1905443587935,105.78031554284331,125.21340276401848,Non-UK born
2002,30-34,136.93730519646414,126.76333000195709,147.71052488129348,Non-UK born
2003,30-34,130.68774196370634,121.29568701371274,140.61397727686392,Non-UK born
2004,30-34,134.8359900888597,125.51474991876248,144.66621915338152,Non-UK born
2005,30-34,141.87017888839767,132.54559797557602,151.67770541203834,Non-UK born
2006,30-34,128.61707648181,120.18762474214918,137.48181340014798,Non-UK born
2007,30-34,125.21182714346736,117.15080666177238,133.68140792555744,Non-UK born
2008,30-34,115.32801176319832,107.87876060163518,123.15612096998704,Non-UK born
2009,30-34,107.54299935521786,100.64589525223572,114.78827904682637,Non-UK born
2010,30-34,98.37706343895664,91.92217559091011,105.16566963095222,Non-UK born
2011,30-34,109.29920769182067,102.57585095125307,116.347507757876,Non-UK born
2012,30-34,90.55966277693287,84.71347057733435,96.70301244583622,Non-UK born
2013,30-34,84.41355027778401,78.88115934102807,90.23162619759616,Non-UK born
2014,30-34,72.23333127791334,67.11520851194217,77.63825238162494,Non-UK born
2015,30-34,53.666381461356174,49.45415023191839,58.141489145181886,Non-UK born
2016,30-34,0,0,0.3349294486161973,Non-UK born
2000,35-39,81.37903852173005,73.08723755173021,90.35391367086424,Non-UK born
2001,35-39,83.70069844546552,75.55799567731772,92.48174089675685,Non-UK born
2002,35-39,107.06959738398291,97.88015766072698,116.88941499820982,Non-UK born
2003,35-39,107.71152368307126,98.65143196747783,117.37997954534454,Non-UK born
2004,35-39,114.83025411161334,105.42440991367684,124.8501724639649,Non-UK born
2005,35-39,128.73070743463654,119.10282265133881,138.92964385626985,Non-UK born
2006,35-39,116.94661094400227,108.1870648787626,126.22651876804005,Non-UK born
2007,35-39,98.65491687122977,91.14143935454595,106.62262679609736,Non-UK born
2008,35-39,108.74360742936327,100.83604889027946,117.10651314047848,Non-UK born
2009,35-39,106.33766571815637,98.70600098120364,114.40276446706035,Non-UK born
2010,35-39,88.94151700546017,82.36229202113853,95.90647806149653,Non-UK born
2011,35-39,94.61474512080865,87.81512587648,101.80109794970971,Non-UK born
2012,35-39,84.21017225244792,78.09090966942237,90.68154585223172,Non-UK born
2013,35-39,74.2380306903908,68.63560746465446,80.17590390351984,Non-UK born
2014,35-39,59.88826441296937,55.08031525403291,65.00351065452658,Non-UK born
2015,35-39,58.40775043705283,53.75436273536604,63.3561642981381,Non-UK born
2016,35-39,0,0,0.36407379758591496,Non-UK born
2000,40-44,79.5202938274857,71.0453303454558,88.7279958964083,Non-UK born
2001,40-44,77.90373428273959,69.61363412036663,86.90942062491874,Non-UK born
2002,40-44,72.09443458342649,64.36379462451802,80.49787419125597,Non-UK born
2003,40-44,74.33587351328254,66.5766112705716,82.75113747698019,Non-UK born
2004,40-44,82.68839280676092,74.59291886190974,91.42283168254379,Non-UK born
2005,40-44,89.49586788984672,81.20747278946311,98.40075614624942,Non-UK born
2006,40-44,89.83126127892506,81.71328035461885,98.53749374173849,Non-UK born
2007,40-44,82.78351918105638,75.16018772390248,90.97045356197847,Non-UK born
2008,40-44,83.90491718143069,76.52808016327761,91.80089927552886,Non-UK born
2009,40-44,86.34158375133623,79.11291977812523,94.05323485161065,Non-UK born
2010,40-44,80.2523798981625,73.11546474589099,87.89770270675315,Non-UK born
2011,40-44,78.65161539515817,71.94052296303828,85.82023141812779,Non-UK born
2012,40-44,78.91843726288356,72.27400775777537,86.00947008397523,Non-UK born
2013,40-44,71.38441407950145,65.35152098954231,77.82443549925169,Non-UK born
2014,40-44,56.62081287793097,51.43593543155863,62.18672841624643,Non-UK born
2015,40-44,49.11757096739118,44.380897049722314,54.22211081867069,Non-UK born
2016,40-44,0,0,0.4442067542482118,Non-UK born
2000,45-49,67.50177053824362,59.29705674604317,76.52437429550177,Non-UK born
2001,45-49,77.36954558470451,68.58691216507546,86.9650406589846,Non-UK born
2002,45-49,70.0442398377265,61.92316403832562,78.93437388052907,Non-UK born
2003,45-49,73.53985985047726,65.38651804607247,82.42881708070786,Non-UK born
2004,45-49,77.78511860984031,69.3925024994715,86.91303376844154,Non-UK born
2005,45-49,78.39495659112598,70.2357197431365,87.24186123159042,Non-UK born
2006,45-49,78.51974749468772,70.55234262945284,87.14059256166952,Non-UK born
2007,45-49,68.52549022885007,61.30941699405266,76.3574518728561,Non-UK born
2008,45-49,72.51472706373129,65.25573282509808,80.36046783564007,Non-UK born
2009,45-49,78.51471412969687,70.99881671392617,86.60973237041144,Non-UK born
